a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
4	70	687039	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.474189	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	71	687222	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.474316	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	72	620169	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.428036	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	73	638985	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.441023	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	74	623252	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.430164	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	75	616332	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.425388	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	76	629872	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.434733	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	77	675974	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.466552	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	78	624238	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.430844	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	79	678769	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.468481	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	80	579984	0.790720	0.000002	0.000000	0.035147	0.000000	0.056811	0.000000	0.117321	0.000000	0.000001	0.174132	0.152468	0.000000	0.000000	0.000000	0.117321	0.000000	0.117321	0.163300	0.010832	-1420941.898136	82	-1	0.400301	5.052025e-01,1.319053e-01,4.053928e-02,1.289500e-01,7.244448e-02,2.337215e-02,4.284959e-02,2.414051e-02,3.059617e-02	1.151073	0.184922	-0.208123	-1547942.766420	11
4	81	599663	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.413883	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	82	588816	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.406396	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	83	537934	0.783323	0.000006	0.000000	0.043403	0.000000	0.065436	0.000000	0.107832	0.000000	0.000003	0.173268	0.151235	0.000001	0.000000	0.000000	0.107832	0.000000	0.107832	0.162254	0.011016	-1310411.616909	90	-1	0.371278	5.041282e-01,1.306635e-01,4.070226e-02,1.290138e-01,7.226924e-02,2.435250e-02,4.268058e-02,2.480984e-02,3.138011e-02	1.153780	0.184256	-0.208427	-1430137.717214	14
4	84	531227	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.366649	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
4	85	322862	0.749901	0.000000	0.000000	0.096617	0.000000	0.030651	0.000002	0.122828	0.000000	0.000002	0.153482	0.219446	0.000001	0.000001	0.000000	0.122828	0.000000	0.122828	0.186465	-0.032983	-768267.716048	98	-1	0.222837	5.090376e-01,1.136470e-01,4.475634e-02,1.351667e-01,6.997803e-02,2.685665e-02,4.257438e-02,2.185670e-02,3.612659e-02	1.247973	0.181828	-0.239286	-840786.741072	22
4	86	322230	0.744169	0.000000	0.000000	0.105608	0.000000	0.026513	0.000000	0.123711	0.000000	0.000000	0.150224	0.229318	0.000000	0.000000	0.000000	0.123711	0.000000	0.123711	0.189771	-0.039547	-765133.336001	110	-1	0.222401	5.092223e-01,1.136530e-01,4.577346e-02,1.354921e-01,6.880923e-02,2.739009e-02,4.131674e-02,2.208877e-02,3.625434e-02	1.265676	0.178394	-0.241543	-837422.298337	18
4	87	305523	0.728412	0.000000	0.000000	0.108218	0.000000	0.048902	0.000000	0.114468	0.000000	0.000000	0.163370	0.222686	0.000000	0.000000	0.000000	0.114468	0.000000	0.114468	0.193028	-0.029658	-727507.295155	98	-1	0.210870	5.067436e-01,1.167490e-01,4.471684e-02,1.351368e-01,6.632078e-02,2.726600e-02,4.346029e-02,2.251624e-02,3.709047e-02	1.329555	0.170121	-0.253353	-796954.592442	18
4	88	298411	0.727712	0.000052	0.000000	0.122862	0.000000	0.028140	0.000013	0.121221	0.000000	0.000036	0.149374	0.244083	0.000020	0.000007	0.000000	0.121221	0.000000	0.121221	0.196761	-0.047361	-704886.460380	94	-1	0.205961	5.103577e-01,1.101956e-01,4.655940e-02,1.351954e-01,6.858687e-02,2.860750e-02,4.227060e-02,2.117514e-02,3.705182e-02	1.295146	0.178610	-0.252281	-771992.386824	19
4	89	180654	0.543933	0.000009	0.000016	0.310864	0.000001	0.000025	0.001776	0.143373	0.000003	0.001356	0.145177	0.454242	0.000901	0.000891	0.000003	0.143389	0.000003	0.143392	0.300618	-0.155420	-446925.016685	78	-1	0.124686	5.310885e-01,7.568585e-02,6.012436e-02,1.429080e-01,5.306216e-02,3.619259e-02,4.518371e-02,1.366650e-02,4.208838e-02	1.984617	0.141968	-0.420618	-489086.324852	26
4	90	40513	0.312571	0.000000	0.010861	0.560793	0.000000	0.000000	0.000000	0.115775	0.000000	0.010861	0.115775	0.676568	0.005431	0.000000	0.000000	0.126636	0.000000	0.126636	0.407033	-0.280396	-97446.366201	450	-1	0.027962	5.419214e-01,3.384868e-02,8.140297e-02,1.597417e-01,4.697454e-02,3.919462e-02,4.804358e-02,5.103846e-03,4.376862e-02	2.755675	0.127879	-0.638621	-106439.922842	26
5	6	722471	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.498644	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	7	748142	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.516362	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	8	755941	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.521745	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	9	793172	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.547441	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	10	752257	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.519202	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	11	756939	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.522434	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	12	753805	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.520271	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	13	747560	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.515960	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	14	740766	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.511271	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	15	745999	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.514883	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	16	712575	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.491814	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	17	743041	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.512841	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	18	726581	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.501481	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	19	760497	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.524889	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	20	728469	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.502784	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	21	751279	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.518527	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	22	713168	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.492223	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	23	717444	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.495175	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	24	738439	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.509665	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	25	725412	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.500674	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	26	739162	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.510164	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	27	726159	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.501190	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	28	745662	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.514650	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	29	727712	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.502261	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	30	713498	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.492451	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	31	747401	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.515851	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	32	735798	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.507842	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	33	731119	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.504613	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	34	720784	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.497480	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	35	747720	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.516071	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	36	705260	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.486765	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	37	753366	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.519968	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	38	706117	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.487357	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	39	735101	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.507361	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	40	728308	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.502673	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	41	662290	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.457108	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	42	727087	0.795029	0.000008	0.000000	0.088810	0.000000	0.037811	0.000000	0.078342	0.000000	0.000004	0.116153	0.167152	0.000002	0.000000	0.000000	0.078342	0.000000	0.078342	0.141656	-0.025499	-1862859.052961	78	-1	0.501830	5.007553e-01,1.311641e-01,4.101391e-02,1.414533e-01,7.271054e-02,2.667678e-02,3.710982e-02,2.274817e-02,2.636800e-02	1.074448	0.181701	-0.178703	-2017441.735523	10
5	43	736904	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.508606	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	44	726726	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.501581	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	45	694182	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.479119	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	46	699672	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.482908	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	47	701687	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.484299	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	48	694110	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.479070	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	49	722427	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.498614	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	50	701876	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.484430	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	51	685678	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.473250	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	52	666483	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.460002	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	53	677325	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.467485	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	54	727028	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.501789	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	55	708886	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.489268	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	56	698978	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.482429	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	57	678015	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.467961	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	58	676827	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.467141	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	59	726928	0.807283	0.000000	0.000000	0.076201	0.000000	0.037602	0.000000	0.078913	0.000001	0.000001	0.116516	0.155115	0.000001	0.000001	0.000001	0.078913	0.000001	0.078914	0.135816	-0.019300	-1810864.212923	70	-1	0.501720	5.001194e-01,1.320514e-01,4.014440e-02,1.402996e-01,7.442943e-02,2.632832e-02,3.737493e-02,2.308166e-02,2.617077e-02	1.041515	0.186409	-0.171283	-1966274.643855	11
5	60	672051	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.463845	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	61	674865	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.465787	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	62	688132	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.474944	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
5	63	702777	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-inf	10000	-nan	0.485051	-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan	-nan	-nan	-nan	-nan	10000
