ID,Box,Year,Sex,Date,Population,Location,isotope data?,Alternate ID,notes
211,misc,2018,female,August,PR,Puerto Rico,no,PR-116,reared from caterpillar collected on Calotropis
212,misc,2018,male,August,PR,Puerto Rico,no,PM1,from caterpillar reared in mariposario
213,misc,2018,female,August,PR,Puerto Rico,no,PM4,from caterpillar reared in mariposario
214,misc,2018,female,August,PR,Puerto Rico,no,PM6,from caterpillar reared in mariposario
215,misc,2018,male,August,PR,Puerto Rico,no,PM7,from caterpillar reared in mariposario
216,misc,2018,female,August,PR,Puerto Rico,no,PM8,from caterpillar reared in mariposario
217,misc,2017,female,August,AU,"Pinjarra Hills, QLD",no,AU4,"sent by Meron, 2017; arrived dead"
218,misc,2017,female,August,AU,"Pinjarra Hills, QLD",no,AU5,"sent by Meron, 2017; arrived dead"
219,misc,2017,female,August,AU,"Pinjarra Hills, QLD",no,AU3,"sent by Meron, 2017; arrived dead"
220,misc,2017,male,August,AU,"Pinjarra Hills, QLD",no,AU2,"sent by Meron, 2017; arrived dead"
221,misc,2017,female,August,AU,"Pinjarra Hills, QLD",no,AU6,"sent by Meron, 2017; arrived dead"
222,misc,2017,female,August,AU,"Pinjarra Hills, QLD",no,AU14,"sent by Meron, 2017; arrived dead"
223,misc,2018,male,2018-08-12,AU,"Pinjarra Hills, QLD",no,17_10_1,Meron sent in 2018
224,misc,2018,male,2018-08-12,AU,"Pinjarra Hills, QLD",no,E_10_3,Meron sent in 2018
225,misc,2018,male,2018-08-12,AU,"Pinjarra Hills, QLD",no,9_3_2,Meron sent in 2018
226,misc,2018,female,August,AU,"Pinjarra Hills, QLD",no,AU_A5,Meron sent as pupae in 2018
227,misc,2018,female,August,AU,"Pinjarra Hills, QLD",no,AU_A6,Meron sent as pupae in 2018
228,misc,2018,female,August,AU,"Pinjarra Hills, QLD",no,AU_A11,Meron sent as pupae in 2018
229,misc,2018,female,August,AU,"Pinjarra Hills, QLD",no,AU_A12,Meron sent as pupae in 2018
230,misc,2018,female,August,AU,"Pinjarra Hills, QLD",no,AU_A13,Meron sent as pupae in 2018
231,misc,2018,female,August,AU,"Pinjarra Hills, QLD",no,AU_A17,Meron sent as pupae in 2018
232,misc,2011,female,2011-09-14,WNA,unknown provenance,no,016,"from Louie's freezer, in bag only labelled with date"
233,misc,2011,male,2011-09-14,WNA,unknown provenance,no,017,"from Louie's freezer, in bag only labelled with date"
234,misc,2011,male,2011-09-14,WNA,unknown provenance,no,018,"from Louie's freezer, in bag only labelled with date"
235,misc,2011,female,2011-09-14,WNA,unknown provenance,no,019,"from Louie's freezer, in bag only labelled with date"
236,misc,2011,male,2011-09-14,WNA,unknown provenance,no,020,"from Louie's freezer, in bag only labelled with date"
237,misc,2011,male,2011-09-14,WNA,unknown provenance,no,021,"from Louie's freezer, in bag only labelled with date"
238,misc,2011,female,2011-09-14,WNA,unknown provenance,no,022,"from Louie's freezer, in bag only labelled with date"
239,misc,2011,female,2011-09-14,WNA,unknown provenance,no,024,"from Louie's freezer, in bag only labelled with date"
240,misc,2011,male,2011-09-14,WNA,unknown provenance,no,008,"from Louie's freezer, in bag only labelled with date"
241,misc,2011,male,2011-09-14,WNA,unknown provenance,no,009,"from Louie's freezer, in bag only labelled with date"
242,misc,2011,male,2011-09-14,WNA,unknown provenance,no,010,"from Louie's freezer, in bag only labelled with date"
243,misc,2011,female,2011-09-14,WNA,unknown provenance,no,011,"from Louie's freezer, in bag only labelled with date"
244,misc,2011,male,2011-09-14,WNA,unknown provenance,no,012,"from Louie's freezer, in bag only labelled with date"
245,misc,2011,male,2011-09-14,WNA,unknown provenance,no,013,"from Louie's freezer, in bag only labelled with date"
246,misc,2011,male,2011-09-14,WNA,unknown provenance,no,014,"from Louie's freezer, in bag only labelled with date"
247,misc,2011,male,2011-09-14,WNA,unknown provenance,no,015,"from Louie's freezer, in bag only labelled with date"
248,misc,2011,female,2011-09-14,WNA,unknown provenance,no,023,"from Louie's freezer, in bag only labelled with date"
249,misc,2011,male,2011-09-14,WNA,unknown provenance,no,025,"from Louie's freezer, in bag only labelled with date"
250,misc,2011,female,2011-09-14,WNA,unknown provenance,no,026,"from Louie's freezer, in bag only labelled with date"
251,misc,2011,male,2011-09-14,WNA,unknown provenance,no,027,"from Louie's freezer, in bag only labelled with date"
252,misc,2011,male,2011-09-14,WNA,unknown provenance,no,028,"from Louie's freezer, in bag only labelled with date"
253,misc,2011,female,2011-09-14,WNA,unknown provenance,no,029,"from Louie's freezer, in bag only labelled with date"
254,misc,2011,female,2011-09-14,WNA,unknown provenance,no,001,"from Louie's freezer, in bag only labelled with date"
255,misc,2011,male,2011-09-14,WNA,unknown provenance,no,002,"from Louie's freezer, in bag only labelled with date"
256,misc,2011,female,2011-09-14,WNA,unknown provenance,no,003,"from Louie's freezer, in bag only labelled with date"
257,misc,2011,male,2011-09-14,WNA,unknown provenance,no,004,"from Louie's freezer, in bag only labelled with date"
258,misc,2011,male,2011-09-14,WNA,unknown provenance,no,005,"from Louie's freezer, in bag only labelled with date"
259,misc,2011,female,2011-09-14,WNA,unknown provenance,no,006,"from Louie's freezer, in bag only labelled with date"
260,misc,2011,female,2011-09-14,WNA,unknown provenance,no,007,"from Louie's freezer, in bag only labelled with date"
261,misc,2011,female,2011-09-14,WNA,unknown provenance,no,038,"from Louie's freezer, in bag only labelled with date"
262,misc,2011,male,2011-09-14,WNA,unknown provenance,no,039,"from Louie's freezer, in bag only labelled with date"
263,misc,2011,female,2011-09-14,WNA,unknown provenance,no,040,"from Louie's freezer, in bag only labelled with date"
264,misc,2011,male,2011-09-14,WNA,unknown provenance,no,041,"from Louie's freezer, in bag only labelled with date"
265,misc,2011,male,2011-09-14,WNA,unknown provenance,no,042,"from Louie's freezer, in bag only labelled with date"
266,misc,2011,female,2011-09-14,WNA,unknown provenance,no,031,"from Louie's freezer, in bag only labelled with date"
267,misc,2011,female,2011-09-14,WNA,unknown provenance,no,032,"from Louie's freezer, in bag only labelled with date"
268,misc,2011,female,2011-09-14,WNA,unknown provenance,no,033,"from Louie's freezer, in bag only labelled with date"
269,misc,2011,male,2011-09-14,WNA,unknown provenance,no,034,"from Louie's freezer, in bag only labelled with date"
270,misc,2011,male,2011-09-14,WNA,unknown provenance,no,035,"from Louie's freezer, in bag only labelled with date"
271,misc,2011,male,2011-09-14,WNA,unknown provenance,no,036,"from Louie's freezer, in bag only labelled with date"
272,misc,2011,female,2011-09-14,WNA,unknown provenance,no,037,"from Louie's freezer, in bag only labelled with date"
273,misc,2011,male,2011-09-14,WNA,unknown provenance,no,038,"from Louie's freezer, in bag only labelled with date"
274,misc,2011,female,2011-09-14,WNA,unknown provenance,no,043,"from Louie's freezer, in bag only labelled with date"
275,misc,2011,female,2011-09-14,WNA,unknown provenance,no,044,"from Louie's freezer, in bag only labelled with date"
276,misc,2011,female,2011-09-14,WNA,unknown provenance,no,045,"from Louie's freezer, in bag only labelled with date"
277,misc,2011,female,2011-09-14,WNA,unknown provenance,no,046,"from Louie's freezer, in bag only labelled with date"
278,misc,2011,female,2011-09-14,WNA,unknown provenance,no,047,"from Louie's freezer, in bag only labelled with date"
279,misc,2011,female,2011-09-14,WNA,unknown provenance,no,048,"from Louie's freezer, in bag only labelled with date"
280,misc,2016,check,winter,ENA,Mexican overwintering,yes,001,from Tyler Flockhart
281,misc,2016,check,winter,ENA,Mexican overwintering,yes,002,from Tyler Flockhart
282,misc,2016,check,winter,ENA,Mexican overwintering,yes,003,from Tyler Flockhart
283,misc,2016,check,winter,ENA,Mexican overwintering,yes,006,from Tyler Flockhart
284,misc,2016,check,winter,ENA,Mexican overwintering,yes,008,from Tyler Flockhart
285,misc,2016,check,winter,ENA,Mexican overwintering,yes,016,from Tyler Flockhart
286,misc,2016,check,winter,ENA,Mexican overwintering,yes,018,from Tyler Flockhart
287,misc,2016,check,winter,ENA,Mexican overwintering,yes,019,from Tyler Flockhart
288,misc,2016,check,winter,ENA,Mexican overwintering,yes,020,from Tyler Flockhart
289,misc,2016,check,winter,ENA,Mexican overwintering,yes,031,from Tyler Flockhart
290,misc,2016,check,winter,ENA,Mexican overwintering,yes,033,from Tyler Flockhart
291,misc,2016,check,winter,ENA,Mexican overwintering,yes,035,from Tyler Flockhart
292,misc,2016,check,winter,ENA,Mexican overwintering,yes,037,from Tyler Flockhart
293,misc,2016,check,winter,ENA,Mexican overwintering,yes,038,from Tyler Flockhart
294,misc,2016,check,winter,ENA,Mexican overwintering,yes,042,from Tyler Flockhart
295,misc,2016,check,winter,ENA,Mexican overwintering,yes,045,from Tyler Flockhart
296,misc,2016,check,winter,ENA,Mexican overwintering,yes,049,from Tyler Flockhart
297,misc,2016,check,winter,ENA,Mexican overwintering,yes,051,from Tyler Flockhart
298,misc,2016,check,winter,ENA,Mexican overwintering,yes,055,from Tyler Flockhart
299,misc,2016,check,winter,ENA,Mexican overwintering,yes,062,from Tyler Flockhart
300,misc,2016,check,winter,ENA,Mexican overwintering,yes,063,from Tyler Flockhart
301,misc,2016,check,winter,ENA,Mexican overwintering,yes,066,from Tyler Flockhart
302,misc,2016,check,winter,ENA,Mexican overwintering,yes,068,from Tyler Flockhart
303,misc,2016,check,winter,ENA,Mexican overwintering,yes,069,from Tyler Flockhart
304,misc,2016,check,winter,ENA,Mexican overwintering,yes,070,from Tyler Flockhart
305,misc,2016,check,winter,ENA,Mexican overwintering,yes,071,from Tyler Flockhart
306,misc,2016,check,winter,ENA,Mexican overwintering,yes,078,from Tyler Flockhart
307,misc,2016,check,winter,ENA,Mexican overwintering,yes,079,from Tyler Flockhart
308,misc,2016,check,winter,ENA,Mexican overwintering,yes,080,from Tyler Flockhart
309,misc,2016,check,winter,ENA,Mexican overwintering,yes,082,from Tyler Flockhart
310,misc,2016,check,winter,ENA,Mexican overwintering,yes,083,from Tyler Flockhart
311,misc,2016,check,winter,ENA,Mexican overwintering,yes,087,from Tyler Flockhart
312,misc,2016,check,winter,ENA,Mexican overwintering,yes,089,from Tyler Flockhart
313,misc,2016,check,winter,ENA,Mexican overwintering,yes,090,from Tyler Flockhart
314,misc,2016,check,winter,ENA,Mexican overwintering,yes,092,from Tyler Flockhart
315,misc,2016,check,winter,ENA,Mexican overwintering,yes,096,from Tyler Flockhart
316,misc,2016,check,winter,ENA,Mexican overwintering,yes,098,from Tyler Flockhart
317,misc,2016,check,winter,ENA,Mexican overwintering,yes,100,from Tyler Flockhart
318,misc,2016,check,winter,ENA,Mexican overwintering,yes,103,from Tyler Flockhart
319,misc,2016,check,winter,ENA,Mexican overwintering,yes,104,from Tyler Flockhart
320,misc,2016,check,winter,ENA,Mexican overwintering,yes,108,from Tyler Flockhart
321,misc,2016,check,winter,ENA,Mexican overwintering,yes,112,from Tyler Flockhart
322,misc,2016,check,winter,ENA,Mexican overwintering,yes,113,from Tyler Flockhart
323,misc,2016,check,winter,ENA,Mexican overwintering,yes,114,from Tyler Flockhart
324,misc,2016,check,winter,ENA,Mexican overwintering,yes,115,from Tyler Flockhart
325,misc,2016,check,winter,ENA,Mexican overwintering,yes,116,from Tyler Flockhart
326,misc,2016,check,winter,ENA,Mexican overwintering,yes,124,from Tyler Flockhart
327,misc,2016,check,winter,ENA,Mexican overwintering,yes,125,from Tyler Flockhart
328,misc,2016,check,winter,ENA,Mexican overwintering,yes,126,from Tyler Flockhart
329,misc,2016,check,winter,ENA,Mexican overwintering,yes,128,from Tyler Flockhart
330,misc,2011,female,2011-02-04,WNA,Ellwood Main - ground,yes,001,from Yang et al. 2015
331,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,002,from Yang et al. 2015
332,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,003,from Yang et al. 2015
333,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,004,from Yang et al. 2015
334,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,005,from Yang et al. 2015
335,misc,2011,female,2011-02-04,WNA,Ellwood Main - ground,yes,006,from Yang et al. 2015
336,misc,2011,female,2011-02-04,WNA,Ellwood Main - ground,yes,007,from Yang et al. 2015
337,misc,2011,female,2011-02-04,WNA,Ellwood Main - ground,yes,008,from Yang et al. 2015
338,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,009,from Yang et al. 2015
339,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,010,from Yang et al. 2015
340,misc,2011,female,2011-02-04,WNA,Ellwood Main - ground,yes,011,from Yang et al. 2015
341,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,012,from Yang et al. 2015
342,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,013,from Yang et al. 2015
343,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,014,from Yang et al. 2015
344,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,015,from Yang et al. 2015
345,misc,2011,female,2011-02-04,WNA,Ellwood Main - ground,yes,016,from Yang et al. 2015
346,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,017,from Yang et al. 2015
347,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,018,from Yang et al. 2015
348,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,019,from Yang et al. 2015
349,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,020,from Yang et al. 2015
350,misc,2011,female,2011-02-04,WNA,Ellwood Main - ground,yes,021,from Yang et al. 2015
351,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,022,from Yang et al. 2015
352,misc,2011,male,2011-02-04,WNA,Ellwood Main - ground,yes,023,from Yang et al. 2015
